address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp
"Olleros 1700
                ",USD,2000,N/A,110,3,3,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-chico-4-ambientes--16139184,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"Espectacular departamento de 4 ambientes amoblado y equipado en una de las zonas mas buscadas de la ciudad de buenos aires.
Ubicado en un 3er piso, super luminoso y con vista abierta al contrafrente. 
Edificio de categoria con frente al boulevard olleros, próximo a av del libertador y a luis maria campos, rodeado de verde, de comercios y de restaurantes.
Seguridad: por totem, camaras y cerraduras",2025-08-03T15:02:00.213797
"Gallo 1397
                ",$,980000,300000,80,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17258015,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"4 ambientes con dep/serv y cochera al frente con balcón

edificio en esquina. Living comedor, 3 dormitorios, dependencias con baño, baño ppal y toilette. Cocina con lavadero incorporado. Puerta blindada.-Impecable

balcones sobre 2 calles. Muy buen ingreso de luz. Espacio guardacoche en planta baja. Muy bien ubicado: con proximidad",2025-08-03T15:02:00.214962
"Av del Libertador 336
                ",USD,5000,1200000,260,3,4,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17274150,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"Piso 28 en la torre de libertador 336, con amenities y seguridad las 24hs
- sin muebles: usd 5000 mas expensas y servicios.- Amoblado usd 6000 mas expensas y servicios.
Grupo electrogenoentre suipacha y esmeralda.Amenities:  desde gimnasio, pileta , sum, laundry, sauna, cancha de paddle juego para niños, y vigilancia las 24 hs.Palier privado. Recepción a balcón de 3.00 x 1.00gran suite de de 5.00",2025-08-03T15:02:00.216053
"QUINTANA al 200
                ",USD,3000,660000,150,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17343163,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"Excelente semipiso amoblado - impecable
edificio frances
amplia recepción
4 ambientes
3 dormitorios (2 frente y  3ro contrafrente).
Living comedor
cocina  con comedor diario, (heladera subzero, microondas, lavaplatos, lavarropas, etc.)
Baño de servicio
baulera
cochera fija 
se alquila con muebles.
Se entrega recién pintado.
Calefacción central por radiadores, los baños y cocina además tienen piso",2025-08-03T15:02:00.217137
"Ohiggins al 1900
                ",USD,2900,712000,135,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-4-ambientes--17363720,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"Increible 4 ambientes con dependencia de servicio y 2 cocheras en belgrano. En alquiler!
Amplio living comedor con salida a balcon corrido, en piso alto con  vista al frente. Muy luminoso!
Cocina independiente con lavadero y dependencia de servicio con baño.  
3 amplios dormitorios, dormitorio principal en suite con vestidor, los otros dos cuentan con placard de madera hecho a medida y baño",2025-08-03T15:02:00.218209
"Casa Barrio Parque - Mariscal Ramón Castilla 3000 Palermo Chico
                ",USD,14000,N/A,600,5,7,https://www.argenprop.com/casa-en-alquiler-en-palermo-chico-8-ambientes--17414546,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"Corredor inmobiliario responsable: arq. Jorge fernando moscatelli cpi 4.518 / broker: ing. Ida akcam
.
Casa de 8 ambientes 700m2 amueblada con ascensor, jardin, terraza, 3 cocheras en barrio parque palermo chico
venta u$s 4.800.000 apto credito hipotecario y profesional
alquiler u$s 14.000 + luz y honorarios aparte
.
Mariscal ramón castilla 3000 | palermo chico
- superficie cubierta: 600 m2
-",2025-08-03T15:02:00.219380
"Blanco Encalada 1300
                ",USD,8700,N/A,485,4,7,https://www.argenprop.com/casa-en-alquiler-en-belgrano-chico-5-ambientes--17458678,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Increible casa en venta en belgrano chico. De sueños
con un total de 7 suites, los baños con los revestimientos mas esteticos, por ejemplo el baño de la principal, recibierto entero en marmoles a la veta negro, con gran hidromasaje, doble bacha, compartimentado en gran ducha con masajadeador de chorros de agua.
Cada una de las suites, dispone de un baño de alta tecnologia y utiles, algunos de",2025-08-03T15:02:08.066601
"Malasia esq Gorostiaga
                ",USD,8000,N/A,350,3,4,https://www.argenprop.com/casa-en-alquiler-en-belgrano-4-ambientes--17458681,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Casa de increible estilo, hecho absolutamente a nuevo con los mas nobles materiales y buen gusto.
2 garitas de seguridad a menos de 20metros cada una. Zona de casas muy elegantes
la casa tiene 3 plantas de 150 metros aprox cada una 
están combinados los metros cubiertos con las terrazas 

distribución: 
a) planta baja de cochera, cocina isla abierta doble horno ariston
recepción de living y",2025-08-03T15:02:08.067692
"Malasia esq Gorostiaga
                ",USD,7300,N/A,350,3,4,https://www.argenprop.com/casa-en-alquiler-en-belgrano-4-ambientes--17458683,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Casa de increible estilo, hecho absolutamente a nuevo con los mas nobles materiales y buen gusto.
Puede ser amoblada, pero a usd 8000.-
2 garitas de seguridad a menos de 20metros cada una. Zona de casas muy elegantes
la casa tiene 3 plantas de 150 metros aprox cada una 
están combinados los metros cubiertos con las terrazas 

distribución: 
a) planta baja de cochera, cocina isla abierta doble",2025-08-03T15:02:08.068776
"AV ALVEAR 1535 100
                ",USD,4200,N/A,320,4,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17476042,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Exclusivo departamento para  diplomáticos  de embajadas, edificio estilo frances.
Superficie : 330mts
el departamento cuenta con hall de entrada con amplia recepción. Escritorio,  bacón terraza propio y toilette. En el  living hay un hogar de mármol  y comedor . 
Amplia cocina con comedor diario. Lavadero y cuarto de planchado.  2 habitaciones de servicio con baño completo compartido
4",2025-08-03T15:02:08.069877
"Manuel Obarrio 2900 y Figueroa Alcorta
                ",USD,2300,268209,238,4,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-6-ambientes--17480706,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Manuel obarrio y figueroa alcorta

triplex de 4 dormitorios en barrio parque
luminoso y ambientes amplios.
En buen estado.

Planta baja:
living 
comedor
cocina
dependencia
gran balcon 

planta alta:
4 dormitorios en suite
estudio  / playroom
balcon aterrazado 

planta alta:
pileta 
terraza

ubicacion premium en la ciudad.
Proximo al  museo de arte latinoamericano, museo de arte metropolitano,",2025-08-03T15:02:08.070984
"Esmeralda 1200, Piso 1
                ",USD,1800,735000,183,3,2,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17165696,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Excelente semipiso al frente, reciclado hace 6 años, con buen gusto y calidad.

Edificio de categoría en muy buena zona, a la vuelta de plaza san martín, frente a cancillería.

Living y comedor muy amplios, al frente y luminosos, con salida a balcón corrido.

Dormitorio principal al frente de muy buen tamaño.
Amplio baño principal, completo.

2do y 3er dormitorio en la parte posterior de la",2025-08-03T15:02:08.072110
"Coronel Diaz 2700
                ",USD,2700,N/A,200,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-6-ambientes--17513954,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Coronel diaz y cerviño. Edificio en esquina. Impecable piso de 200 mts. gran living comedor separado. Escritorio. Amplia cocina. 
3 dormitorios. Principal en suite. 
2 baños completos. 1 toilette. 
Lavadero separado. Dependencia completa. 
Gimnasio. 
Cochera fija. Baulera.",2025-08-03T15:02:08.073239
"Av Las Heras 3000
                ",USD,5000,N/A,180,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-5-ambientes--17513963,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Palermo chico. Piso de 200 mts. lindisima vista panorámica. Amplia recepción. Balcón aterrazado. Escritorio. Comedor principal separado. 
3 dormitorios. Principal en suite con vestidor. 
3 baños completos. 1 toilette. 
Lavadero. 
1 cochera fija 
seguridad 24 hs 
amenities: pileta climatizada. Sauna. Salon de fiestas 

susana da representacao propiedades cucicba #348",2025-08-03T15:02:08.074319
"Thames al 1400
                ",USD,4000,N/A,205,3,3,https://www.argenprop.com/ph-en-alquiler-en-palermo-soho-4-ambientes--17522032,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Ph de 4 ambientes con parrilla, pileta, jardín y terraza - 3 plantas - ubicación inmejorable en palermo soho
exclusivo ph reciclado, ubicado en palermo, a solo dos cuadras de plaza serrano,  av. Córdoba y a pasos de la línea d del subte. Además, cuenta con fácil acceso a las líneas de tren mitre, san martín y múltiples opciones de colectivos.
Planta baja: espacioso y luminoso living-comedor,",2025-08-03T15:02:08.075508
"Guido al 1500
                ",USD,3200,1400000,213,4,4,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17530408,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Alquiler de distinguido departamento de categoria amoblado en la mejor zona del            emblemático barrio de recoleta.

Departamento con detalles de gran categoría, súper luminoso, cuenta con ocho
balcones, vista a edificios de arquitectura francesa, y a la plazoleta roberto obligado.
La propiedad cuenta con entrada principal y de servicio, palier privado, hall de
entrada al amplio living con",2025-08-03T15:02:08.076663
"O´Higguins 1400, Piso 15
                ",USD,2000,475000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-4-ambientes--17545436,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Excelente ubicación 
o´higgins y zabala 
piso alto 
amplia vista a la ciudad 
orientación ne 
todo luz y sol 
palier privado 
livingcomedor a balcón 
toilette y dos baños completos 
cocina 
dependencia anexada 
amoblado y equipado 

las especificaciones, medidas y expensas son informativas y aproximadas, a solo efecto orientativos. 
Sánchez naón propiedades 
marta sánchez m 2850 t1 f107 colegio",2025-08-03T15:02:08.077828
"AvdaAlvear al 1800
                ",USD,2500,580000,155,3,3,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17547398,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Alquiler semipiso 4 ambientes + habitacion de servicios + cochera
avda. Alvear 1831 - recoleta

edificio construido por el arq. Alberto prebisch, conocido por su obra máxima, el obelisco de la ciudad de buenos aires
su frase : un buen diseño no se ve, se vive

lo encontrás en la sofisticada avda. Alvear, a metros de uno de los hoteles de lujo, con elegancia europea de la ciudad.

            

Se",2025-08-03T15:02:08.078936
"AvdaAlvear al 1800
                ",USD,2500,580000,155,3,3,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17547399,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Alquiler semipiso 4 ambientes + habitacion de servicios + cochera
avda. Alvear 1831 - recoleta

edificio construido por el arq. Alberto prebisch, conocido por su obra máxima, el obelisco de la ciudad de buenos aires
su frase : un buen diseño no se ve, se vive

lo encontrás en la sofisticada avda. Alvear, a metros de uno de los hoteles de lujo, con elegancia europea de la ciudad.

            

Se",2025-08-03T15:02:08.080046
"VILLANUEVA 1299 Y TEODORO GARCIA  100
                ",USD,3800,N/A,275,3,4,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-barrancas-4-ambientes--17557527,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Importante departamento en piso altísimo,  290 mts2, con imponente  vista de 360° . Muy  luminoso. 
Palier privado .  Recepción, living, comedor y escritorio. Toilette. Balcón terraza con vista al río.  3 dormitorios (el principal en suite )y un dormitorio auxiliar . Otros 3 baños. 
Cocina amplia y lavadero. 2 dependencias de servicio.    Y entrada de servicio 
se alquila sin muebles. 
Al momento",2025-08-03T15:02:08.081107
"AV ALVEAR al 1300
                ",USD,6400,2700000,N/A,4,4,https://www.argenprop.com/departamento-en-alquiler-en-recoleta--17560152,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Gran piso en esquina de av. Alvear y libertad. Muy luminoso. Persianas eléctricas en todos los ambientes.
Palier privado (2 ascensores)
hall de entrada.
Toilete
play room o escritorio
living 
comedor triple circulación.
Cocina totalmente equipada (heladera doble puerta, lavavajilla, cocina industrial, gran isla). Comedor diario. Lavadero. Dependencias de servicio.
4 dormitorios en suite. El",2025-08-03T15:02:08.082292
"Conesa al 2500
                ",$,820000,270000,7,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17581171,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Departamento en belgrano con excelente vista abierta con orientación noreste, ubicado en sexto piso, con gran iluminación. 
Consta de living comedor, toilette de recepción, balcon, 3 dormitorios (uno de ellos mas chico, que su función puede ser un escritorio) con placares en el pasillo, baño completo, cocina independiente con un lavadero. Tiene una cochera cubierta optativa con buenas dimensiones",2025-08-03T15:02:08.083413
"Arenales 1497
                ",USD,1300,590000,150,3,3,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17587805,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"* Frente a la plaza vicente lopez *
sus hijos lo agradeceran. :)
Fantastico piso en la esquina de arenales y parana con vista a la plaza vicente lopez, la mas linda de buenos aires.
Alquiler amoblado, techos muy altos.
Alquiler mas expensas mas servicios  (hay video que se envia a pedido)
el departamento de 150m2 tiene 3 dormitorios, el principal en suite con hidromasaje.
Los otros dos dormitorios",2025-08-03T15:02:08.084525
"Costa Rica  al 4900
                ",$,2300000,N/A,95,3,N/A,https://www.argenprop.com/ph-en-alquiler-en-palermo-soho-4-ambientes--17609699,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Ph de 4 ambientes al frente, ubicado en una de las zonas más atractivas de palermo soho, a pocas cuadras de plaza serrano y rodeado de una variada oferta gastronómica, comercial y cultural.
Dispone de un cómodo living comedor, cocina y baño completo. Cuenta con tres dormitorios con placard y pisos de parquet. Además, cuenta con un patio que brinda un espacio al aire libre de uso exclusivo.
Con",2025-08-03T15:02:08.085705
"Av Santa 4900
                ",$,1300000,N/A,73,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--17612753,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Apto vivienda , profesional , consultorio medico y otros por reglamento
departamento 3/4 ambientes balcón vista abierta (ver plano)
baño completo, toilette, cocina hechos a nuevo
av santa fe 4938 7° frente - entre bonpland y fitz roy - subte d estación palermo o carranza
doble ingreso hall de entrada privado desde ascensor principal y puerta de servicio por la cocina.
Living comedor con salida al",2025-08-03T15:02:08.086763
"Coronel Diaz al 2700
                ",USD,4000,1700000,300,4,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-5-ambientes--17617119,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-9,"Edificio frances categoria como a estrenar
totalmente a nuevo
regio piso 
vigilancia
cochera 
amplia  recepción compartida con living comedor ,escritorio
4 dormitorios  el principal en suite con vestidor.
Dos baños auxiliares
optima cocina comedor.
Lavadero. Dos dependencias
baulera
balcones amplios al  frente y contrafrente.

        
        

Sin accesibilidad para personas con movilidad",2025-08-03T15:02:08.087840
"Av Libertador 4400
                ",USD,3000,813000,240,4,3,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-5-ambientes--17630658,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Las cañitas palermo:  exclusivo semipiso 5 ambientes con dependencia y cochera,  240 m2
ubicación: av libertador 4400 capital federal. Disponible desde septiembre 2025

super luminoso semipiso en edificio de categoría. (Sin amoblar) cuenta con palier privado a recepción, un total de 5 ambientes, cómoda cocina con comedor diario.
Living comedor con salida a balcón aterrazado al frente. Lavadero",2025-08-03T15:02:50.982352
"Jorge Luis Borges al 2400   4 amb
                ",$,880000,180000,70,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17633954,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Departamento cuatro ambientes.
Inmejorable ubicación, a metros de plaza italia y jardín botánico.

Muchos medios de transporte, subte linea d, colectivos (metrobus)
polo gastronómico.

Departamento cuatro ambientes.

Hermoso living - comedor con salida a balcón al frente, súper luminoso.

Cocina completa amplia, con mucho espacio de guardado.

Lavadero separado.
Tres habitaciones de buen tamaño,",2025-08-03T15:02:50.983566
"Arenales al 1500 y Paraná FRENTE A PLAZA
                ",USD,1300,590000,150,3,3,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17637960,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"* Frente a la plaza vicente lopez *
sus hijos lo agradeceran. :)
Fantastico piso en la esquina de arenales y parana con vista a la plaza vicente lopez, la mas linda de buenos aires.
Alquiler amoblado, techos muy altos.
Alquiler mas expensas mas servicios  (hay video que se envia a pedido)
el departamento de 150m2 tiene 3 dormitorios, el principal en suite con hidromasaje.
Los otros dos dormitorios",2025-08-03T15:02:50.984691
"Juncal 700
                ",USD,5000,400000,372,4,5,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-5-ambientes--12060337,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"372m2, reciclado de pocos años. Doble frente sobre juncal frente a estrugamou, 372m cub + cochera + baulera. Fue totalmente renovado con buen gusto, planta atípica, orientando sus dormitorios al frente y living comedor a contrafrente muy abierto con vista a edificio cancillería. Dispone de 4 dormitorios bien definidos, posibilidad de un 5to. El principal en suite con importante vestidor, siempre",2025-08-03T15:02:50.985801
"Juncal 700
                ",USD,5000,400000,372,3,5,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--12060314,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"372m2, reciclado de pocos años. Doble frente sobre juncal frente a estrugamou, 372m cub + cochera + baulera. Fue totalmente renovado con buen gusto, planta atípica, orientando sus dormitorios al frente y living comedor a contrafrente muy abierto con vista a edificio cancillería. Dispone de 4 dormitorios bien definidos, posibilidad de un 5to. El principal en suite con importante vestidor, siempre",2025-08-03T15:02:50.986905
"RIVERA 2827
                ",$,3300000,N/A,189,5,4,https://www.argenprop.com/casa-en-alquiler-en-belgrano-6-ambientes--17642124,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Casa triplex de 6 ambientes con cochera 
hermoso triplex de 6 ambientes con cochera, terraza, patio con parrilla y balcones.
Al ingresar por pb tenemos la cochera, un dormitorio/escritorio o estudio con baño, lavadero y patio con parrilla.
Subiendo al primer piso tenemos un toilette de recepcion y gran living y comedor con salida a balcon al frente y amplia cocina totalmente equipada. 
En el",2025-08-03T15:02:50.988222
"RIVERA 2827
                ",$,3300000,N/A,189,5,4,https://www.argenprop.com/ph-en-alquiler-en-belgrano-6-ambientes--17643656,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Casa triplex de 6 ambientes con cochera 
hermoso triplex de 6 ambientes con cochera, terraza, patio con parrilla y balcones.
Al ingresar por pb tenemos la cochera, un dormitorio/escritorio o estudio con baño, lavadero y patio con parrilla.
Subiendo al primer piso tenemos un toilette de recepcion y gran living y comedor con salida a balcon al frente y amplia cocina totalmente equipada. 
En el",2025-08-03T15:02:50.989373
"Arenales 2300, Piso 3
                ",$,1500000,800000,170,4,3,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17660528,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"[Nobrebiene-638]

se alquila hermoso departamento tradicional en el corazón de recoleta, sobre la prestigiosa calle arenales al 2300. Ubicado en un tercer piso, este amplio y luminoso inmueble cuenta con 4 habitaciones espaciosas, además de una dependencia ideal para servicio o escritorio.

*Características destacadas:

-4 habitaciones amplias y luminosas

-dependencia de servicio o espacio de",2025-08-03T15:02:50.990487
"Av del Libertador 336
                ",USD,5000,1200000,260,3,4,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17665184,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Piso 28 en la torre de libertador 336, con amenities y seguridad las 24hs
- sin muebles: usd 5000 mas expensas y servicios.- Amoblado usd 6000 mas expensas y servicios.
Grupo electrogenoentre suipacha y esmeralda.Amenities:  desde gimnasio, pileta , sum, laundry, sauna, cancha de paddle juego para niños, y vigilancia las 24 hs.Palier privado. Recepción a balcón de 3.00 x 1.00gran suite de de 5.00",2025-08-03T15:02:50.991671
"Av del Libertador 336
                ",USD,6000,1200000,260,3,4,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17665286,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Piso 28 en la torre de libertador 336, con amenities y seguridad las 24hs
- sin muebles: usd 5000 mas expensas y servicios.- Amoblado usd 6000 mas expensas y servicios.
Grupo electrogenoentre suipacha y esmeralda.Amenities:  desde gimnasio, pileta , sum, laundry, sauna, cancha de paddle juego para niños, y vigilancia las 24 hs.Palier privado. Recepción a balcón de 3.00 x 1.00gran suite de de 5.00",2025-08-03T15:02:50.992933
"Av del Libertador 336
                ",USD,6000,1200000,260,3,4,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17665289,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Piso 28 en la torre de libertador 336, con amenities y seguridad las 24hs
- sin muebles: usd 5000 mas expensas y servicios.- Amoblado usd 6000 mas expensas y servicios.
Grupo electrogenoentre suipacha y esmeralda.Amenities:  desde gimnasio, pileta , sum, laundry, sauna, cancha de paddle juego para niños, y vigilancia las 24 hs.Palier privado. Recepción a balcón de 3.00 x 1.00gran suite de de 5.00",2025-08-03T15:02:50.994035
"Mcal Antonio Jose De Sucre 1500, Piso 6
                ",USD,2600,700000,105,3,4,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17673714,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Alquiler 4 ambientes con dependencia en belgrano excelente ubicación y amenities premium

amplio departamento de 4 ambientes con dependencia, ubicado en una de las mejores zonas de belgrano, a pasos del barrio chino, cercano a la estación belgrano c, con fácil acceso a medios de transporte, restaurantes, comercios, y a minutos del aeroparque jorge newbery.

La unidad se destaca por su distribución",2025-08-03T15:02:50.995105
"Virrey del Pino al 2600
                ",USD,1000,N/A,N/A,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17674256,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Virrey del pino entre amenábar y moldes. Belgrano.
Luminoso departamento 4 ambientes con balcón. Living comedor. 3 dormitorios. Pisos de parquet damero.
1 baño completo reciclado. 1 toilette.
Cocina.
Lavadero separado.
Cochera fija. Baulera.
Vigilancia 24 hs.
Termotanque.

Susana da representacao propiedades cucicba #348",2025-08-03T15:02:50.996555
"RESERVADO!!!! JUNCAL 4690, Piso 15
                ",USD,2300,660000,100,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--17702747,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-10,"Reservado  torre quartier sinclair:  espectacular depto de 4 amb  amoblado y equipado en la emblematica torre quartier sinclair. Muy bien ubicada en el corazon de palermo rodeado por las mejores torres de buenos aires. Piso alto vista al rio , 3 dormitorios, cocina separada, 2 baños , habitacion principal en suite. Calefaccion por losa individual, cocina a gas, persianas en los ventanales. Todo",2025-08-03T15:02:50.997659
